dataset,algorithm,quantity,rmse,train_time,predict_time,n_ins,n_outs,n_filters,n_kernels,n_epochs,n_batch,n_diff,res_sizes,n_leaking_rate,spectral_rads,n_nodes,p_params,d_params,q_params,t_params,P_params,D_params,Q_params,m_params
longterm,sarima,packetrate,27609561.05,0.339896218,0.01637411,,,,,,,,,,,,0,0,0,0,0,1,0,c
longterm,sarima,packetrate,22931056.77,0.334784968,0.017208807,,,,,,,,,,,,0,0,0,0,0,2,0,c
longterm,sarima,packetrate,19298960.67,0.113611297,0.015925511,,,,,,,,,,,,0,0,0,1,0,0,0,c
longterm,sarima,packetrate,18557003.14,0.295167377,0.016347234,,,,,,,,,,,,0,0,0,1,0,1,0,c
longterm,sarima,packetrate,19770285.8,0.645931194,0.017158324,,,,,,,,,,,,0,0,0,1,0,2,0,c
longterm,sarima,packetrate,19087604.34,0.203426403,0.016304681,,,,,,,,,,,,0,0,0,2,0,0,0,c
longterm,sarima,packetrate,17861263.73,1.675011107,0.016380763,,,,,,,,,,,,0,0,0,2,0,1,0,c
longterm,sarima,packetrate,17973882.11,1.611363888,0.017272866,,,,,,,,,,,,0,0,0,2,0,2,0,c
longterm,sarima,packetrate,32725689.65,0.054658227,0.015915366,,,,,,,,,,,,0,0,0,0,0,0,0,t
longterm,sarima,packetrate,22988602.11,0.202389514,0.016441601,,,,,,,,,,,,0,0,0,0,0,1,0,t
longterm,sarima,packetrate,20720933.51,0.409203315,0.017692965,,,,,,,,,,,,0,0,0,0,0,2,0,t
longterm,sarima,packetrate,18488311.51,0.615854125,0.015809315,,,,,,,,,,,,0,0,0,1,0,0,0,t
longterm,sarima,packetrate,26550234.68,0.349397453,0.016254714,,,,,,,,,,,,0,0,0,1,0,1,0,t
longterm,sarima,packetrate,22251708.96,0.697521354,0.017634981,,,,,,,,,,,,0,0,0,1,0,2,0,t
longterm,sarima,packetrate,37257983.57,0.423207063,0.016230234,,,,,,,,,,,,0,0,0,2,0,0,0,t
longterm,sarima,packetrate,24301846.94,1.778813029,0.016305873,,,,,,,,,,,,0,0,0,2,0,1,0,t
longterm,sarima,packetrate,21399747.4,1.684393483,0.017649119,,,,,,,,,,,,0,0,0,2,0,2,0,t
longterm,sarima,packetrate,31854552.92,0.098141091,0.027576448,,,,,,,,,,,,0,0,0,0,0,0,0,ct
longterm,sarima,packetrate,22519115.37,0.28459164,0.028165429,,,,,,,,,,,,0,0,0,0,0,1,0,ct
longterm,sarima,packetrate,20438280.11,0.511124964,0.030401564,,,,,,,,,,,,0,0,0,0,0,2,0,ct
longterm,sarima,packetrate,18283424.08,0.800564276,0.027605263,,,,,,,,,,,,0,0,0,1,0,0,0,ct
longterm,sarima,packetrate,25968839.1,0.459457368,0.028248345,,,,,,,,,,,,0,0,0,1,0,1,0,ct
longterm,sarima,packetrate,21913254.75,0.844402219,0.030380522,,,,,,,,,,,,0,0,0,1,0,2,0,ct
longterm,sarima,packetrate,36536338.28,0.54428097,0.02822462,,,,,,,,,,,,0,0,0,2,0,0,0,ct
longterm,sarima,packetrate,23859825.79,2.282278396,0.028464335,,,,,,,,,,,,0,0,0,2,0,1,0,ct
longterm,sarima,packetrate,21107365.33,1.993246039,0.0304649,,,,,,,,,,,,0,0,0,2,0,2,0,ct
longterm,sarima,packetrate,57399727.16,0.101099708,0.011290694,,,,,,,,,,,,0,0,1,0,0,0,0,n
longterm,sarima,packetrate,45234159.16,0.131643563,0.013159733,,,,,,,,,,,,0,0,1,0,0,1,0,n
longterm,sarima,packetrate,34621314.23,0.438535015,0.01517324,,,,,,,,,,,,0,0,1,0,0,2,0,n
longterm,sarima,packetrate,19327908.69,0.168777585,0.011255558,,,,,,,,,,,,0,0,1,1,0,0,0,n
longterm,sarima,packetrate,17465279.35,0.265928671,0.011633009,,,,,,,,,,,,0,0,1,1,0,1,0,n
longterm,sarima,packetrate,17383872.12,0.327342819,0.01195146,,,,,,,,,,,,0,0,1,1,0,2,0,n
longterm,sarima,packetrate,17493095.07,0.386123584,0.011366615,,,,,,,,,,,,0,0,1,2,0,0,0,n
longterm,sarima,packetrate,17424190.45,0.4767732,0.011811529,,,,,,,,,,,,0,0,1,2,0,1,0,n
longterm,sarima,packetrate,17425550.29,0.565377659,0.012227756,,,,,,,,,,,,0,0,1,2,0,2,0,n
longterm,sarima,packetrate,27769921.38,0.328813825,0.016366103,,,,,,,,,,,,0,0,1,0,0,0,0,c
longterm,sarima,packetrate,24613389.52,0.357253208,0.017191061,,,,,,,,,,,,0,0,1,0,0,1,0,c
longterm,sarima,packetrate,22749212.12,0.941654755,0.017680044,,,,,,,,,,,,0,0,1,0,0,2,0,c
longterm,sarima,packetrate,18541120.08,0.324359047,0.016392295,,,,,,,,,,,,0,0,1,1,0,0,0,c
longterm,sarima,packetrate,19170003.12,0.592728485,0.017228463,,,,,,,,,,,,0,0,1,1,0,1,0,c
longterm,sarima,packetrate,19500572.01,0.950349114,0.01770459,,,,,,,,,,,,0,0,1,1,0,2,0,c
longterm,sarima,packetrate,17861502.76,1.276315881,0.016410759,,,,,,,,,,,,0,0,1,2,0,0,0,c
longterm,sarima,packetrate,17967995.12,1.7655556,0.017250478,,,,,,,,,,,,0,0,1,2,0,1,0,c
longterm,sarima,packetrate,1.73214E+12,2.468469878,0.017729834,,,,,,,,,,,,0,0,1,2,0,2,0,c
longterm,sarima,packetrate,22792452.86,0.310540196,0.016383298,,,,,,,,,,,,0,0,1,0,0,0,0,t
longterm,sarima,packetrate,21204646.32,0.385951193,0.017251551,,,,,,,,,,,,0,0,1,0,0,1,0,t
longterm,sarima,packetrate,20199833.3,0.881559617,0.01830115,,,,,,,,,,,,0,0,1,0,0,2,0,t
longterm,sarima,packetrate,26504354.78,0.346049001,0.016270695,,,,,,,,,,,,0,0,1,1,0,0,0,t
longterm,sarima,packetrate,23473374.16,0.618241721,0.017561999,,,,,,,,,,,,0,0,1,1,0,1,0,t
longterm,sarima,packetrate,21422325.97,1.016944253,0.017876895,,,,,,,,,,,,0,0,1,1,0,2,0,t
longterm,sarima,packetrate,24247581.46,1.635348815,0.01627337,,,,,,,,,,,,0,0,1,2,0,0,0,t
longterm,sarima,packetrate,21383026.89,2.246826897,0.017144031,,,,,,,,,,,,0,0,1,2,0,1,0,t
longterm,sarima,packetrate,21179131.86,2.594308047,0.0174479,,,,,,,,,,,,0,0,1,2,0,2,0,t
longterm,sarima,packetrate,22320009.68,0.439090176,0.02831796,,,,,,,,,,,,0,0,1,0,0,0,0,ct
longterm,sarima,packetrate,20830736.32,0.525179862,0.029622008,,,,,,,,,,,,0,0,1,0,0,1,0,ct
longterm,sarima,packetrate,19994667.05,1.061833931,0.030027434,,,,,,,,,,,,0,0,1,0,0,2,0,ct
longterm,sarima,packetrate,25911213.8,0.473409087,0.028312068,,,,,,,,,,,,0,0,1,1,0,0,0,ct
longterm,sarima,packetrate,23013911.75,0.792006724,0.029643899,,,,,,,,,,,,0,0,1,1,0,1,0,ct
longterm,sarima,packetrate,21157407.49,1.19084547,0.029997522,,,,,,,,,,,,0,0,1,1,0,2,0,ct
longterm,sarima,packetrate,23797835.25,2.138938553,0.028367047,,,,,,,,,,,,0,0,1,2,0,0,0,ct
longterm,sarima,packetrate,21087073.87,2.632370472,0.029676671,,,,,,,,,,,,0,0,1,2,0,1,0,ct
longterm,sarima,packetrate,20912569.88,3.071564893,0.030061328,,,,,,,,,,,,0,0,1,2,0,2,0,ct
longterm,sarima,packetrate,39494385.42,0.280324292,0.013864955,,,,,,,,,,,,0,0,2,0,0,0,0,n
longterm,sarima,packetrate,34621314.15,0.439633503,0.015318205,,,,,,,,,,,,0,0,2,0,0,1,0,n
longterm,sarima,packetrate,32879756.53,0.409209194,0.016483806,,,,,,,,,,,,0,0,2,0,0,2,0,n
longterm,sarima,packetrate,17463973.68,0.394457535,0.011691891,,,,,,,,,,,,0,0,2,1,0,0,0,n
longterm,sarima,packetrate,17457413.28,0.454045461,0.011823899,,,,,,,,,,,,0,0,2,1,0,1,0,n
longterm,sarima,packetrate,17474641.04,0.630271331,0.012311902,,,,,,,,,,,,0,0,2,1,0,2,0,n
longterm,sarima,packetrate,17463884.89,0.679287147,0.011745419,,,,,,,,,,,,0,0,2,2,0,0,0,n
longterm,sarima,packetrate,17470777.86,0.594055178,0.01213337,,,,,,,,,,,,0,0,2,2,0,1,0,n
longterm,sarima,packetrate,17459814.02,0.613159141,0.013341927,,,,,,,,,,,,0,0,2,2,0,2,0,n
longterm,sarima,packetrate,23030635.23,0.36169267,0.017136584,,,,,,,,,,,,0,0,2,0,0,0,0,c
longterm,sarima,packetrate,22753843.27,0.871665107,0.017489024,,,,,,,,,,,,0,0,2,0,0,1,0,c
longterm,sarima,packetrate,19410098.96,1.420527386,0.019411183,,,,,,,,,,,,0,0,2,0,0,2,0,c
longterm,sarima,packetrate,19774945.01,0.463456137,0.017163755,,,,,,,,,,,,0,0,2,1,0,0,0,c
longterm,sarima,packetrate,19499869.83,1.116674733,0.017518338,,,,,,,,,,,,0,0,2,1,0,1,0,c
longterm,sarima,packetrate,18290060.65,1.381249003,0.019425941,,,,,,,,,,,,0,0,2,1,0,2,0,c
longterm,sarima,packetrate,17974113.26,1.931558145,0.017192593,,,,,,,,,,,,0,0,2,2,0,0,0,c
longterm,sarima,packetrate,19348947.37,2.269663344,0.017527134,,,,,,,,,,,,0,0,2,2,0,1,0,c
longterm,sarima,packetrate,18928908.11,3.389719887,0.019437112,,,,,,,,,,,,0,0,2,2,0,2,0,c
longterm,sarima,packetrate,20606441.03,0.329681673,0.017133046,,,,,,,,,,,,0,0,2,0,0,0,0,t
longterm,sarima,packetrate,20204063.03,0.731267356,0.017503124,,,,,,,,,,,,0,0,2,0,0,1,0,t
longterm,sarima,packetrate,18354054.57,1.176586787,0.019225591,,,,,,,,,,,,0,0,2,0,0,2,0,t
longterm,sarima,packetrate,22248293.71,0.544969493,0.017075928,,,,,,,,,,,,0,0,2,1,0,0,0,t
longterm,sarima,packetrate,21423365.71,1.078113019,0.018146942,,,,,,,,,,,,0,0,2,1,0,1,0,t
longterm,sarima,packetrate,18679951.24,1.393163568,0.019371291,,,,,,,,,,,,0,0,2,1,0,2,0,t
longterm,sarima,packetrate,21384317.32,2.101443172,0.017089521,,,,,,,,,,,,0,0,2,2,0,0,0,t
longterm,sarima,packetrate,21164890.53,2.98586962,0.017983493,,,,,,,,,,,,0,0,2,2,0,1,0,t
longterm,sarima,packetrate,19568820.91,4.096870448,0.019238022,,,,,,,,,,,,0,0,2,2,0,2,0,t
longterm,sarima,packetrate,20316187.63,0.417022311,0.029619118,,,,,,,,,,,,0,0,2,0,0,0,0,ct
longterm,sarima,packetrate,19994404.2,0.884037079,0.029892524,,,,,,,,,,,,0,0,2,0,0,1,0,ct
longterm,sarima,packetrate,18216882.97,1.393420981,0.03265504,,,,,,,,,,,,0,0,2,0,0,2,0,ct
longterm,sarima,packetrate,21895520.77,0.670905331,0.029579497,,,,,,,,,,,,0,0,2,1,0,0,0,ct
longterm,sarima,packetrate,21153446.19,1.274038451,0.031097976,,,,,,,,,,,,0,0,2,1,0,1,0,ct
longterm,sarima,packetrate,18526907.72,1.627282354,0.032471302,,,,,,,,,,,,0,0,2,1,0,2,0,ct
longterm,sarima,packetrate,21080162.94,2.491600798,0.029624608,,,,,,,,,,,,0,0,2,2,0,0,0,ct
longterm,sarima,packetrate,20893784.94,3.525328992,0.031073902,,,,,,,,,,,,0,0,2,2,0,1,0,ct
longterm,sarima,packetrate,19419700.05,4.699256681,0.032732378,,,,,,,,,,,,0,0,2,2,0,2,0,ct
longterm,sarima,packetrate,19346832.32,0.028272346,0.01131395,,,,,,,,,,,,0,1,0,0,0,0,0,n
longterm,sarima,packetrate,19324415.77,0.120388085,0.012575122,,,,,,,,,,,,0,1,0,0,0,1,0,n
longterm,sarima,packetrate,17458483.68,0.266909016,0.014267516,,,,,,,,,,,,0,1,0,0,0,2,0,n
longterm,sarima,packetrate,20079695.74,0.039194023,0.012017613,,,,,,,,,,,,0,1,0,1,0,0,0,n
longterm,sarima,packetrate,17486865.38,0.208051911,0.012559725,,,,,,,,,,,,0,1,0,1,0,1,0,n
longterm,sarima,packetrate,17459037.59,0.45170029,0.012458445,,,,,,,,,,,,0,1,0,1,0,2,0,n
longterm,sarima,packetrate,19428649.62,0.050356342,0.012557124,,,,,,,,,,,,0,1,0,2,0,0,0,n
longterm,sarima,packetrate,17450269.43,0.298422354,0.012477724,,,,,,,,,,,,0,1,0,2,0,1,0,n
longterm,sarima,packetrate,18194542.72,2.022325147,0.014017234,,,,,,,,,,,,0,1,0,2,0,2,0,n
longterm,sarima,packetrate,19349197.45,0.057020089,0.016284225,,,,,,,,,,,,0,1,0,0,0,0,0,c
longterm,sarima,packetrate,19322977.72,0.271917752,0.017184307,,,,,,,,,,,,0,1,0,0,0,1,0,c
longterm,sarima,packetrate,17456912.14,0.417758244,0.017532671,,,,,,,,,,,,0,1,0,0,0,2,0,c
longterm,sarima,packetrate,20081235.86,0.070581415,0.0163536,,,,,,,,,,,,0,1,0,1,0,0,0,c
longterm,sarima,packetrate,17487350.88,0.456716138,0.017202666,,,,,,,,,,,,0,1,0,1,0,1,0,c
longterm,sarima,packetrate,17452471.51,0.969644901,0.017579517,,,,,,,,,,,,0,1,0,1,0,2,0,c
longterm,sarima,packetrate,19429639.1,0.094098142,0.01719334,,,,,,,,,,,,0,1,0,2,0,0,0,c
longterm,sarima,packetrate,17450615.28,0.626321577,0.01722346,,,,,,,,,,,,0,1,0,2,0,1,0,c
longterm,sarima,packetrate,17680905.15,3.063943726,0.017584294,,,,,,,,,,,,0,1,0,2,0,2,0,c
longterm,sarima,packetrate,19354034.16,0.057016049,0.016344893,,,,,,,,,,,,0,1,0,0,0,0,0,t
longterm,sarima,packetrate,19320833.89,0.27126607,0.01721386,,,,,,,,,,,,0,1,0,0,0,1,0,t
longterm,sarima,packetrate,17455545.69,0.41806762,0.017480894,,,,,,,,,,,,0,1,0,0,0,2,0,t
longterm,sarima,packetrate,20084450.11,0.070608512,0.016290062,,,,,,,,,,,,0,1,0,1,0,0,0,t
longterm,sarima,packetrate,17488708.36,0.45577195,0.017170848,,,,,,,,,,,,0,1,0,1,0,1,0,t
longterm,sarima,packetrate,17460620.7,0.896661325,0.017505343,,,,,,,,,,,,0,1,0,1,0,2,0,t
longterm,sarima,packetrate,19431788.09,0.094188234,0.017093416,,,,,,,,,,,,0,1,0,2,0,0,0,t
longterm,sarima,packetrate,17451866.99,0.626612561,0.01716179,,,,,,,,,,,,0,1,0,2,0,1,0,t
longterm,sarima,packetrate,17263929.74,2.833500158,0.017527257,,,,,,,,,,,,0,1,0,2,0,2,0,t
longterm,sarima,packetrate,19356497.36,0.101614801,0.028364822,,,,,,,,,,,,0,1,0,0,0,0,0,ct
longterm,sarima,packetrate,19319870.15,0.373903744,0.029573802,,,,,,,,,,,,0,1,0,0,0,1,0,ct
longterm,sarima,packetrate,17454856.46,0.523613931,0.030050413,,,,,,,,,,,,0,1,0,0,0,2,0,ct
longterm,sarima,packetrate,20086115.54,0.120626459,0.028169975,,,,,,,,,,,,0,1,0,1,0,0,0,ct
longterm,sarima,packetrate,17489236.6,0.587750626,0.029775545,,,,,,,,,,,,0,1,0,1,0,1,0,ct
longterm,sarima,packetrate,17659177.44,1.87377546,0.030093917,,,,,,,,,,,,0,1,0,1,0,2,0,ct
longterm,sarima,packetrate,19432938.29,0.154806395,0.029659825,,,,,,,,,,,,0,1,0,2,0,0,0,ct
longterm,sarima,packetrate,17451223.81,0.760067384,0.029771773,,,,,,,,,,,,0,1,0,2,0,1,0,ct
longterm,sarima,packetrate,17668480.69,3.681729668,0.03011167,,,,,,,,,,,,0,1,0,2,0,2,0,ct
longterm,sarima,packetrate,19324415.77,0.119560524,0.012578379,,,,,,,,,,,,0,1,1,0,0,0,0,n
longterm,sarima,packetrate,19999489.46,0.12266005,0.013085653,,,,,,,,,,,,0,1,1,0,0,1,0,n
longterm,sarima,packetrate,17376351.52,0.490658093,0.015333801,,,,,,,,,,,,0,1,1,0,0,2,0,n
longterm,sarima,packetrate,17486877.86,0.263102968,0.012458829,,,,,,,,,,,,0,1,1,1,0,0,0,n
longterm,sarima,packetrate,17458592.46,0.470207557,0.013112002,,,,,,,,,,,,0,1,1,1,0,1,0,n
longterm,sarima,packetrate,17459216.78,0.795929663,0.014322323,,,,,,,,,,,,0,1,1,1,0,2,0,n
longterm,sarima,packetrate,17449831.35,0.472498517,0.012550046,,,,,,,,,,,,0,1,1,2,0,0,0,n
longterm,sarima,packetrate,17238704.97,1.198798311,0.014417466,,,,,,,,,,,,0,1,1,2,0,1,0,n
longterm,sarima,packetrate,15960513.1,4.323235226,0.017557918,,,,,,,,,,,,0,1,1,2,0,2,0,n
longterm,sarima,packetrate,19326788.39,0.271067577,0.017150583,,,,,,,,,,,,0,1,1,0,0,0,0,c
longterm,sarima,packetrate,20003265.73,0.253513553,0.017546948,,,,,,,,,,,,0,1,1,0,0,1,0,c
longterm,sarima,packetrate,17379227.8,0.796293292,0.019489672,,,,,,,,,,,,0,1,1,0,0,2,0,c
longterm,sarima,packetrate,17499360.24,0.576649664,0.017221372,,,,,,,,,,,,0,1,1,1,0,0,0,c
longterm,sarima,packetrate,17467401.56,0.818514552,0.017576374,,,,,,,,,,,,0,1,1,1,0,1,0,c
longterm,sarima,packetrate,17692689.71,2.218874535,0.019515392,,,,,,,,,,,,0,1,1,1,0,2,0,c
longterm,sarima,packetrate,17460184.24,1.013862928,0.01722488,,,,,,,,,,,,0,1,1,2,0,0,0,c
longterm,sarima,packetrate,17252604.04,2.006135824,0.01759781,,,,,,,,,,,,0,1,1,2,0,1,0,c
longterm,sarima,packetrate,17667258.41,4.524811247,0.019554772,,,,,,,,,,,,0,1,1,2,0,2,0,c
longterm,sarima,packetrate,19332443.35,0.271106034,0.017222166,,,,,,,,,,,,0,1,1,0,0,0,0,t
longterm,sarima,packetrate,20011099.52,0.253254168,0.017590833,,,,,,,,,,,,0,1,1,0,0,1,0,t
longterm,sarima,packetrate,17386674.57,0.797095767,0.018987178,,,,,,,,,,,,0,1,1,0,0,2,0,t
longterm,sarima,packetrate,17515507.87,0.582340271,0.017134139,,,,,,,,,,,,0,1,1,1,0,0,0,t
longterm,sarima,packetrate,17485649.16,0.830114327,0.017517493,,,,,,,,,,,,0,1,1,1,0,1,0,t
longterm,sarima,packetrate,17485765.33,1.44476562,0.018730205,,,,,,,,,,,,0,1,1,1,0,2,0,t
longterm,sarima,packetrate,17477475.42,1.014660512,0.017166503,,,,,,,,,,,,0,1,1,2,0,0,0,t
longterm,sarima,packetrate,17270713.57,2.017311368,0.017511954,,,,,,,,,,,,0,1,1,2,0,1,0,t
longterm,sarima,packetrate,16051804.61,5.414021441,0.0187524,,,,,,,,,,,,0,1,1,2,0,2,0,t
longterm,sarima,packetrate,19335316.51,0.394559711,0.029626078,,,,,,,,,,,,0,1,1,0,0,0,0,ct
longterm,sarima,packetrate,20015130.81,0.36522433,0.029979681,,,,,,,,,,,,0,1,1,0,0,1,0,ct
longterm,sarima,packetrate,17390022.29,0.967860116,0.032081131,,,,,,,,,,,,0,1,1,0,0,2,0,ct
longterm,sarima,packetrate,17520607,0.767589449,0.029738764,,,,,,,,,,,,0,1,1,1,0,0,0,ct
longterm,sarima,packetrate,17487165.09,1.018739348,0.030057895,,,,,,,,,,,,0,1,1,1,0,1,0,ct
longterm,sarima,packetrate,17731998.75,3.350215157,0.032174741,,,,,,,,,,,,0,1,1,1,0,2,0,ct
longterm,sarima,packetrate,17480769.28,1.253004423,0.029704883,,,,,,,,,,,,0,1,1,2,0,0,0,ct
longterm,sarima,packetrate,1.15247E+11,2.336294366,0.030175613,,,,,,,,,,,,0,1,1,2,0,1,0,ct
longterm,sarima,packetrate,18000468.55,5.015770934,0.032224002,,,,,,,,,,,,0,1,1,2,0,2,0,ct
longterm,sarima,packetrate,17458483.68,0.265187041,0.014336727,,,,,,,,,,,,0,1,2,0,0,0,0,n
longterm,sarima,packetrate,17376346.96,0.484922453,0.015768009,,,,,,,,,,,,0,1,2,0,0,1,0,n
longterm,sarima,packetrate,17874377.89,0.372114425,0.015579185,,,,,,,,,,,,0,1,2,0,0,2,0,n
longterm,sarima,packetrate,17458567.52,0.3597476,0.012704392,,,,,,,,,,,,0,1,2,1,0,0,0,n
longterm,sarima,packetrate,17519655.74,0.879873423,0.013248777,,,,,,,,,,,,0,1,2,1,0,1,0,n
longterm,sarima,packetrate,17556205.45,1.479707719,0.016425674,,,,,,,,,,,,0,1,2,1,0,2,0,n
longterm,sarima,packetrate,17403579.42,1.134949796,0.013744349,,,,,,,,,,,,0,1,2,2,0,0,0,n
longterm,sarima,packetrate,1251990018,4.765326395,0.017535953,,,,,,,,,,,,0,1,2,2,0,1,0,n
longterm,sarima,packetrate,17463736.92,3.053387278,0.017184947,,,,,,,,,,,,0,1,2,2,0,2,0,n
longterm,sarima,packetrate,17465212.42,0.424336472,0.017553863,,,,,,,,,,,,0,1,2,0,0,0,0,c
longterm,sarima,packetrate,17383496.83,0.797569834,0.018678258,,,,,,,,,,,,0,1,2,0,0,1,0,c
longterm,sarima,packetrate,17850059.6,0.640385855,0.020613427,,,,,,,,,,,,0,1,2,0,0,2,0,c
longterm,sarima,packetrate,17471240.7,0.699016711,0.017581186,,,,,,,,,,,,0,1,2,1,0,0,0,c
longterm,sarima,packetrate,17469578.43,1.636695684,0.018700224,,,,,,,,,,,,0,1,2,1,0,1,0,c
longterm,sarima,packetrate,17572752.6,3.521423254,0.020635991,,,,,,,,,,,,0,1,2,1,0,2,0,c
longterm,sarima,packetrate,17444507.59,2.050772426,0.017589279,,,,,,,,,,,,0,1,2,2,0,0,0,c
longterm,sarima,packetrate,59715104.6,5.803108752,0.018713236,,,,,,,,,,,,0,1,2,2,0,1,0,c
longterm,sarima,packetrate,17652962.67,5.036236737,0.02063537,,,,,,,,,,,,0,1,2,2,0,2,0,c
longterm,sarima,packetrate,17477672.78,0.422993086,0.017554464,,,,,,,,,,,,0,1,2,0,0,0,0,t
longterm,sarima,packetrate,17396384.7,0.797527078,0.018691155,,,,,,,,,,,,0,1,2,0,0,1,0,t
longterm,sarima,packetrate,17866230.1,0.634076676,0.019646493,,,,,,,,,,,,0,1,2,0,0,2,0,t
longterm,sarima,packetrate,17499933.88,0.695964043,0.017382274,,,,,,,,,,,,0,1,2,1,0,0,0,t
longterm,sarima,packetrate,17501850.69,1.724915533,0.018512017,,,,,,,,,,,,0,1,2,1,0,1,0,t
longterm,sarima,packetrate,17583797.63,2.560734046,0.019319742,,,,,,,,,,,,0,1,2,1,0,2,0,t
longterm,sarima,packetrate,17430926.31,2.149604764,0.01740697,,,,,,,,,,,,0,1,2,2,0,0,0,t
longterm,sarima,packetrate,2401207210,5.805903222,0.018515902,,,,,,,,,,,,0,1,2,2,0,1,0,t
longterm,sarima,packetrate,17679460.35,4.37176365,0.019383445,,,,,,,,,,,,0,1,2,2,0,2,0,t
longterm,sarima,packetrate,17482851.35,0.528812297,0.03048281,,,,,,,,,,,,0,1,2,0,0,0,0,ct
longterm,sarima,packetrate,17401648.85,0.969548241,0.03291823,,,,,,,,,,,,0,1,2,0,0,1,0,ct
longterm,sarima,packetrate,17865307.41,0.781045586,0.032978471,,,,,,,,,,,,0,1,2,0,0,2,0,ct
longterm,sarima,packetrate,17499077.52,0.840374544,0.029939605,,,,,,,,,,,,0,1,2,1,0,0,0,ct
longterm,sarima,packetrate,17495184.54,1.915208434,0.031776767,,,,,,,,,,,,0,1,2,1,0,1,0,ct
longterm,sarima,packetrate,17649846.21,4.712939653,0.033046532,,,,,,,,,,,,0,1,2,1,0,2,0,ct
longterm,sarima,packetrate,17470663.91,2.349875257,0.029978346,,,,,,,,,,,,0,1,2,2,0,0,0,ct
longterm,sarima,packetrate,24846460928,6.677971426,0.031787761,,,,,,,,,,,,0,1,2,2,0,1,0,ct
longterm,sarima,packetrate,17745379.34,5.846388483,0.033090965,,,,,,,,,,,,0,1,2,2,0,2,0,ct
longterm,sarima,packetrate,19283134.08,0.113314367,0.011168513,,,,,,,,,,,,1,0,0,0,0,0,0,n
longterm,sarima,packetrate,19327633.21,0.177553907,0.011343582,,,,,,,,,,,,1,0,0,0,0,1,0,n
longterm,sarima,packetrate,17464912.48,0.414341892,0.011721894,,,,,,,,,,,,1,0,0,0,0,2,0,n
longterm,sarima,packetrate,22841313.69,0.091193088,0.01137405,,,,,,,,,,,,1,0,0,1,0,0,0,n
longterm,sarima,packetrate,17493295.56,0.918683285,0.011406696,,,,,,,,,,,,1,0,0,1,0,1,0,n
longterm,sarima,packetrate,17463674.98,0.872836341,0.011818898,,,,,,,,,,,,1,0,0,1,0,2,0,n
longterm,sarima,packetrate,20016850.96,0.251875358,0.011726034,,,,,,,,,,,,1,0,0,2,0,0,0,n
longterm,sarima,packetrate,17460876.87,1.038356359,0.011772145,,,,,,,,,,,,1,0,0,2,0,1,0,n
longterm,sarima,packetrate,17520046.04,0.811964171,0.011858234,,,,,,,,,,,,1,0,0,2,0,2,0,n
longterm,sarima,packetrate,18893641.11,0.366257479,0.015947255,,,,,,,,,,,,1,0,0,0,0,0,0,c
longterm,sarima,packetrate,19010655.43,0.494043769,0.01642621,,,,,,,,,,,,1,0,0,0,0,1,0,c
longterm,sarima,packetrate,18238872.14,0.828788536,0.017256195,,,,,,,,,,,,1,0,0,0,0,2,0,c
longterm,sarima,packetrate,19619900.9,0.622996572,0.016429946,,,,,,,,,,,,1,0,0,1,0,0,0,c
longterm,sarima,packetrate,19062193.03,0.958654717,0.016455256,,,,,,,,,,,,1,0,0,1,0,1,0,c
longterm,sarima,packetrate,18835160.83,1.970919378,0.017296225,,,,,,,,,,,,1,0,0,1,0,2,0,c
longterm,sarima,packetrate,19633062.67,0.832621498,0.017238248,,,,,,,,,,,,1,0,0,2,0,0,0,c
longterm,sarima,packetrate,19069515.7,1.505850828,0.017281515,,,,,,,,,,,,1,0,0,2,0,1,0,c
longterm,sarima,packetrate,18385107.49,3.514468495,0.017307493,,,,,,,,,,,,1,0,0,2,0,2,0,c
longterm,sarima,packetrate,18488350.8,0.366438166,0.015984248,,,,,,,,,,,,1,0,0,0,0,0,0,t
longterm,sarima,packetrate,19367290.43,0.456257453,0.016441263,,,,,,,,,,,,1,0,0,0,0,1,0,t
longterm,sarima,packetrate,19328638.19,0.766914054,0.017207961,,,,,,,,,,,,1,0,0,0,0,2,0,t
longterm,sarima,packetrate,19385174.04,0.747367282,0.016361586,,,,,,,,,,,,1,0,0,1,0,0,0,t
longterm,sarima,packetrate,19431340.15,0.826727529,0.016376903,,,,,,,,,,,,1,0,0,1,0,1,0,t
longterm,sarima,packetrate,19283917.7,2.378505583,0.017233231,,,,,,,,,,,,1,0,0,1,0,2,0,t
longterm,sarima,packetrate,19423126.14,0.983188555,0.017165342,,,,,,,,,,,,1,0,0,2,0,0,0,t
longterm,sarima,packetrate,19169162.26,1.412396691,0.01721528,,,,,,,,,,,,1,0,0,2,0,1,0,t
longterm,sarima,packetrate,19066537.36,3.277326904,0.017238234,,,,,,,,,,,,1,0,0,2,0,2,0,t
longterm,sarima,packetrate,18439461.55,0.512848718,0.027720961,,,,,,,,,,,,1,0,0,0,0,0,0,ct
longterm,sarima,packetrate,19275179.08,0.600625663,0.028492011,,,,,,,,,,,,1,0,0,0,0,1,0,ct
longterm,sarima,packetrate,19235424.29,0.925481722,0.029753307,,,,,,,,,,,,1,0,0,0,0,2,0,ct
longterm,sarima,packetrate,19331617.79,0.987919299,0.028470454,,,,,,,,,,,,1,0,0,1,0,0,0,ct
longterm,sarima,packetrate,19368683.26,1.005288541,0.028507387,,,,,,,,,,,,1,0,0,1,0,1,0,ct
