rmse,train_time,predict_time,p_params,d_params,q_params,t_params,P_params,D_params,Q_params,m_params
1945384.6532617582,0.40507992856642777,0.003346992941463695,"(1, 0, 0)","(2, 0, 1, 0)",c
1067720.2109528538,0.3811611624325023,0.0033829296336454506,"(1, 0, 0)","(2, 0, 2, 0)",c
1065055.498177423,0.04507282481474035,0.0030721243690041934,"(1, 0, 0)","(0, 0, 0, 0)",t
1063410.9136615396,0.062369551378137926,0.0032006600323845357,"(1, 0, 0)","(0, 0, 1, 0)",t
1072150.16767555,0.10151737157036277,0.003309909035177792,"(1, 0, 0)","(0, 0, 2, 0)",t
1061751.3747561395,0.1082551170797909,0.003281986012178309,"(1, 0, 0)","(1, 0, 0, 0)",t
1064853.606527219,0.13164922209346996,0.003245852975284352,"(1, 0, 0)","(1, 0, 1, 0)",t
1072468.417297878,0.191428243412691,0.003359688029569738,"(1, 0, 0)","(1, 0, 2, 0)",t
1061968.2465963492,0.11333095887128045,0.00333557689891142,"(1, 0, 0)","(2, 0, 0, 0)",t
1144724.4674580535,0.2605000580058378,0.0033306234023150277,"(1, 0, 0)","(2, 0, 1, 0)",t
1072671.1767369076,0.2781715617460363,0.0032970400417552275,"(1, 0, 0)","(2, 0, 2, 0)",t
1056894.8786151044,0.05718060661764706,0.0031212414012235755,"(1, 0, 0)","(0, 0, 0, 0)",ct
1056080.5103359658,0.07109372756060432,0.0032118741203756894,"(1, 0, 0)","(0, 0, 1, 0)",ct
1062208.4257388501,0.11970522263470817,0.0032607134650735293,"(1, 0, 0)","(0, 0, 2, 0)",ct
1055514.079119855,0.12522800389458152,0.0032221513635971965,"(1, 0, 0)","(1, 0, 0, 0)",ct
1056330.520616949,0.19215242441962746,0.0032382628496955422,"(1, 0, 0)","(1, 0, 1, 0)",ct
1064040.6678505575,0.2675906545975629,0.00333401175106273,"(1, 0, 0)","(1, 0, 2, 0)",ct
1063735.7956732723,0.15698179357192096,0.003288465387680951,"(1, 0, 0)","(2, 0, 0, 0)",ct
1871380.6336978993,0.4021746775683235,0.0033942026250502644,"(1, 0, 0)","(2, 0, 1, 0)",ct
1066465.174780261,0.40805180213030645,0.0033422245698816635,"(1, 0, 0)","(2, 0, 2, 0)",ct
1066456.1261672243,0.021669143788954792,0.0021367914536420036,"(1, 0, 1)","(0, 0, 0, 0)",n
