rmse,train_time,predict_time,p_params,d_params,q_params,t_params,P_params,D_params,Q_params,m_params
177.33928099321503,2.6564170725970646,0.020128836128352517,"(0, 1, 2)","(0, 0, 2, 0)",t
175.48382688689804,2.2349902573853626,0.017405400496784903,"(0, 1, 2)","(1, 0, 0, 0)",t
177.32504872143443,2.4724612516016298,0.018576571101395684,"(0, 1, 2)","(1, 0, 1, 0)",t
176.33131314445527,3.7691824902843325,0.020117300402368657,"(0, 1, 2)","(1, 0, 2, 0)",t
174.97371277562885,2.7146140038613606,0.017401690726319807,"(0, 1, 2)","(2, 0, 0, 0)",t
173.72970564260964,3.785686761034765,0.01860488719646051,"(0, 1, 2)","(2, 0, 1, 0)",t
176.78594841950186,4.660902301611849,0.01987965590588987,"(0, 1, 2)","(2, 0, 2, 0)",t
175.22227573934552,1.3860996137168766,0.029966114254608697,"(0, 1, 2)","(0, 0, 0, 0)",ct
174.9531685677458,3.2013630386207734,0.03195742553946245,"(0, 1, 2)","(0, 0, 1, 0)",ct
177.35692544722707,3.0908915838171436,0.033706590091347834,"(0, 1, 2)","(0, 0, 2, 0)",ct
175.50968993404044,2.6359399889428987,0.030057493053721362,"(0, 1, 2)","(1, 0, 0, 0)",ct
176.81839329940829,2.8472318191121055,0.03195477663268681,"(0, 1, 2)","(1, 0, 1, 0)",ct
176.15328963856385,4.309653448464608,0.033724745538876715,"(0, 1, 2)","(1, 0, 2, 0)",ct
174.7853811222771,3.1787451246879277,0.03007112844700208,"(0, 1, 2)","(2, 0, 0, 0)",ct
171.762087639621,4.335712405427636,0.03199370475850496,"(0, 1, 2)","(2, 0, 1, 0)",ct
176.37971367561957,5.21793512489165,0.03381729748184005,"(0, 1, 2)","(2, 0, 2, 0)",ct
203.60920607506102,0.10554402182817742,0.011042902902352004,"(1, 0, 0)","(0, 0, 0, 0)",n
202.12622017536626,0.33942156895765346,0.01130973232174259,"(1, 0, 0)","(0, 0, 1, 0)",n
175.64165529799212,0.7044838054607205,0.011776278168846846,"(1, 0, 0)","(0, 0, 2, 0)",n
226.80692677349595,0.23156174787564351,0.011286985266109661,"(1, 0, 0)","(1, 0, 0, 0)",n
182.2970126625119,1.1011546715864224,0.011595066190472984,"(1, 0, 0)","(1, 0, 1, 0)",n
175.4542407123603,1.0727089039654352,0.011829942995118924,"(1, 0, 0)","(1, 0, 2, 0)",n
205.41774055550925,0.34901031282590095,0.011595211843578842,"(1, 0, 0)","(2, 0, 0, 0)",n
180.7137484067829,1.037395724763791,0.011904079294713791,"(1, 0, 0)","(2, 0, 1, 0)",n
176.33053868510717,1.3638437410832016,0.011891295477164597,"(1, 0, 0)","(2, 0, 2, 0)",n
199.91001359466117,0.3514665986012451,0.015724694035938486,"(1, 0, 0)","(0, 0, 0, 0)",c
204.10358574308415,1.8056483257424931,0.016242627147253722,"(1, 0, 0)","(0, 0, 1, 0)",c
175.47152863384778,2.355942489696426,0.017065446430536636,"(1, 0, 0)","(0, 0, 2, 0)",c
201.23441110297807,0.9833433811916292,0.016245096179514168,"(1, 0, 0)","(1, 0, 0, 0)",c
182.40432008242226,2.6449171450355866,0.016295229695728525,"(1, 0, 0)","(1, 0, 1, 0)",c
176.1293686244746,3.1491099552186217,0.0171027757660
